-4.0,4.0
[-1.48223922],[4.64050561]
[-1.48136606],[4.64098295]
[-1.480493],[4.64146045]
[-1.47962005],[4.64193812]
[-1.47874722],[4.64241594]
[-1.47787449],[4.64289393]
[-1.47700188],[4.64337208]
[-1.47612937],[4.64385039]
[-1.47525698],[4.64432887]
[-1.4743847],[4.64480751]
[-1.47351253],[4.64528631]
[-1.47264047],[4.64576527]
[-1.47176852],[4.6462444]
[-1.47089668],[4.64672368]
[-1.47002496],[4.64720313]
[-1.46915334],[4.64768275]
[-1.46828184],[4.64816252]
[-1.46741045],[4.64864246]
[-1.46653917],[4.64912256]
[-1.465668],[4.64960282]
[-1.46479695],[4.65008324]
[-1.46392601],[4.65056382]
[-1.46305518],[4.65104457]
[-1.46218446],[4.65152548]
[-1.46131385],[4.65200655]
[-1.46044336],[4.65248778]
[-1.45957298],[4.65296918]
[-1.45870271],[4.65345073]
[-1.45783256],[4.65393245]
[-1.45696251],[4.65441433]
[-1.45609258],[4.65489638]
[-1.45522277],[4.65537858]
[-1.45435306],[4.65586094]
[-1.45348347],[4.65634347]
[-1.452614],[4.65682616]
[-1.45174463],[4.65730901]
[-1.45087538],[4.65779202]
[-1.45000625],[4.6582752]
[-1.44913722],[4.65875853]
[-1.44826831],[4.65924203]
[-1.44739952],[4.65972568]
[-1.44653084],[4.6602095]
[-1.44566227],[4.66069348]
[-1.44479382],[4.66117763]
[-1.44392548],[4.66166193]
[-1.44305725],[4.66214639]
[-1.44218914],[4.66263102]
[-1.44132115],[4.66311581]
[-1.44045326],[4.66360075]
[-1.4395855],[4.66408586]
[-1.43871784],[4.66457113]
[-1.43785031],[4.66505656]
[-1.43698288],[4.66554216]
[-1.43611558],[4.66602791]
[-1.43524839],[4.66651382]
[-1.43438131],[4.6669999]
[-1.43351435],[4.66748614]
[-1.4326475],[4.66797253]
[-1.43178077],[4.66845909]
[-1.43091415],[4.66894581]
[-1.43004765],[4.66943269]
[-1.42918127],[4.66991973]
[-1.428315],[4.67040693]
[-1.42744885],[4.67089429]
[-1.42658281],[4.67138181]
[-1.4257169],[4.67186949]
[-1.42485109],[4.67235734]
[-1.4239854],[4.67284534]
[-1.42311983],[4.6733335]
[-1.42225438],[4.67382183]
[-1.42138904],[4.67431031]
[-1.42052382],[4.67479896]
[-1.41965872],[4.67528776]
[-1.41879373],[4.67577673]
[-1.41792886],[4.67626586]
[-1.41706411],[4.67675514]
[-1.41619947],[4.67724459]
[-1.41533495],[4.6777342]
[-1.41447055],[4.67822396]
[-1.41360627],[4.67871389]
[-1.4127421],[4.67920398]
[-1.41187805],[4.67969423]
[-1.41101412],[4.68018463]
[-1.41015031],[4.6806752]
[-1.40928661],[4.68116593]
[-1.40842303],[4.68165681]
[-1.40755958],[4.68214786]
[-1.40669623],[4.68263907]
[-1.40583301],[4.68313043]
[-1.40496991],[4.68362196]
[-1.40410692],[4.68411364]
[-1.40324406],[4.68460549]
[-1.40238131],[4.6850975]
[-1.40151868],[4.68558966]
[-1.40065617],[4.68608198]
[-1.39979378],[4.68657447]
[-1.39893151],[4.68706711]
[-1.39806935],[4.68755991]
[-1.39720732],[4.68805288]
[-1.3963454],[4.688546]
[-1.39548361],[4.68903928]
[-1.39462193],[4.68953272]
[-1.39376038],[4.69002632]
[-1.39289894],[4.69052008]
[-1.39203763],[4.691014]
[-1.39117643],[4.69150807]
[-1.39031536],[4.69200231]
[-1.3894544],[4.69249671]
[-1.38859357],[4.69299126]
[-1.38773285],[4.69348597]
[-1.38687226],[4.69398085]
[-1.38601178],[4.69447588]
[-1.38515143],[4.69497107]
[-1.3842912],[4.69546642]
[-1.38343109],[4.69596193]
[-1.3825711],[4.69645759]
[-1.38171123],[4.69695342]
[-1.38085148],[4.6974494]
[-1.37999185],[4.69794555]
[-1.37913235],[4.69844185]
[-1.37827296],[4.69893831]
[-1.3774137],[4.69943493]
[-1.37655456],[4.69993171]
[-1.37569554],[4.70042864]
[-1.37483664],[4.70092574]
[-1.37397787],[4.70142299]
[-1.37311921],[4.7019204]
[-1.37226068],[4.70241797]
[-1.37140227],[4.7029157]
[-1.37054399],[4.70341359]
[-1.36968582],[4.70391164]
[-1.36882778],[4.70440984]
[-1.36796987],[4.7049082]
[-1.36711207],[4.70540672]
[-1.3662544],[4.7059054]
[-1.36539685],[4.70640423]
[-1.36453942],[4.70690323]
[-1.36368212],[4.70740238]
[-1.36282494],[4.70790169]
[-1.36196788],[4.70840116]
[-1.36111095],[4.70890078]
[-1.36025414],[4.70940057]
[-1.35939745],[4.70990051]
[-1.35854089],[4.71040061]
[-1.35768445],[4.71090087]
[-1.35682814],[4.71140128]
[-1.35597195],[4.71190186]
[-1.35511588],[4.71240259]
[-1.35425994],[4.71290347]
[-1.35340412],[4.71340452]
[-1.35254843],[4.71390572]
[-1.35169286],[4.71440708]
[-1.35083742],[4.7149086]
[-1.3499821],[4.71541028]
[-1.3491269],[4.71591211]
[-1.34827183],[4.7164141]
[-1.34741689],[4.71691625]
[-1.34656207],[4.71741855]
[-1.34570738],[4.71792102]
[-1.34485281],[4.71842363]
[-1.34399837],[4.71892641]
[-1.34314405],[4.71942935]
[-1.34228986],[4.71993244]
[-1.3414358],[4.72043568]
[-1.34058186],[4.72093909]
[-1.33972805],[4.72144265]
[-1.33887436],[4.72194637]
[-1.3380208],[4.72245025]
[-1.33716737],[4.72295428]
[-1.33631406],[4.72345847]
[-1.33546088],[4.72396281]
[-1.33460782],[4.72446732]
[-1.3337549],[4.72497198]
[-1.3329021],[4.72547679]
[-1.33204942],[4.72598177]
[-1.33119688],[4.7264869]
[-1.33034446],[4.72699218]
[-1.32949216],[4.72749763]
[-1.32864],[4.72800323]
[-1.32778796],[4.72850898]
[-1.32693605],[4.72901489]
[-1.32608427],[4.72952096]
[-1.32523262],[4.73002719]
[-1.32438109],[4.73053357]
[-1.32352969],[4.73104011]
[-1.32267842],[4.7315468]
[-1.32182728],[4.73205365]
[-1.32097627],[4.73256066]
[-1.32012539],[4.73306782]
[-1.31927463],[4.73357514]
[-1.318424],[4.73408262]
[-1.3175735],[4.73459025]
[-1.31672313],[4.73509803]
[-1.31587289],[4.73560598]
[-1.31502278],[4.73611407]
[-1.3141728],[4.73662233]
[-1.31332295],[4.73713074]
[-1.31247322],[4.7376393]
[-1.31162363],[4.73814803]
[-1.31077416],[4.7386569]
[-1.30992483],[4.73916594]
[-1.30907562],[4.73967513]
[-1.30822655],[4.74018447]
[-1.30737761],[4.74069397]
[-1.30652879],[4.74120363]
[-1.30568011],[4.74171344]
[-1.30483155],[4.7422234]
[-1.30398313],[4.74273353]
[-1.30313484],[4.7432438]
[-1.30228667],[4.74375424]
[-1.30143864],[4.74426483]
[-1.30059074],[4.74477557]
[-1.29974297],[4.74528647]
[-1.29889533],[4.74579752]
[-1.29804783],[4.74630873]
[-1.29720045],[4.74682009]
[-1.29635321],[4.74733161]
[-1.29550609],[4.74784329]
[-1.29465911],[4.74835512]
[-1.29381226],[4.7488671]
[-1.29296554],[4.74937924]
[-1.29211896],[4.74989153]
[-1.2912725],[4.75040398]
[-1.29042618],[4.75091659]
[-1.28957999],[4.75142935]
[-1.28873394],[4.75194226]
[-1.28788801],[4.75245533]
[-1.28704222],[4.75296855]
[-1.28619656],[4.75348193]
[-1.28535104],[4.75399546]
[-1.28450564],[4.75450914]
[-1.28366038],[4.75502299]
[-1.28281526],[4.75553698]
[-1.28197026],[4.75605113]
[-1.2811254],[4.75656543]
[-1.28028068],[4.75707989]
[-1.27943608],[4.75759451]
[-1.27859162],[4.75810927]
[-1.2777473],[4.7586242]
[-1.27690311],[4.75913927]
[-1.27605905],[4.7596545]
[-1.27521513],[4.76016988]
[-1.27437134],[4.76068542]
[-1.27352768],[4.76120112]
[-1.27268416],[4.76171696]
[-1.27184078],[4.76223296]
[-1.27099752],[4.76274912]
[-1.27015441],[4.76326542]
[-1.26931143],[4.76378189]
[-1.26846858],[4.7642985]
[-1.26762587],[4.76481527]
[-1.26678329],[4.76533219]
[-1.26594085],[4.76584927]
[-1.26509855],[4.7663665]
[-1.26425638],[4.76688389]
[-1.26341434],[4.76740143]
[-1.26257244],[4.76791912]
[-1.26173068],[4.76843696]
[-1.26088905],[4.76895496]
[-1.26004756],[4.76947311]
[-1.25920621],[4.76999142]
[-1.25836499],[4.77050988]
[-1.25752391],[4.77102849]
[-1.25668296],[4.77154726]
[-1.25584215],[4.77206617]
[-1.25500148],[4.77258525]
[-1.25416095],[4.77310447]
[-1.25332055],[4.77362385]
[-1.25248029],[4.77414338]
[-1.25164016],[4.77466307]
[-1.25080018],[4.77518291]
[-1.24996033],[4.7757029]
[-1.24912062],[4.77622304]
[-1.24828104],[4.77674334]
[-1.2474416],[4.77726379]
[-1.24660231],[4.77778439]
[-1.24576315],[4.77830515]
[-1.24492412],[4.77882605]
[-1.24408524],[4.77934711]
[-1.24324649],[4.77986833]
[-1.24240788],[4.78038969]
[-1.24156941],[4.78091121]
[-1.24073108],[4.78143289]
[-1.23989289],[4.78195471]
[-1.23905484],[4.78247669]
[-1.23821692],[4.78299882]
[-1.23737915],[4.7835211]
[-1.23654151],[4.78404353]
[-1.23570401],[4.78456612]
[-1.23486666],[4.78508886]
[-1.23402944],[4.78561175]
[-1.23319236],[4.78613479]
[-1.23235542],[4.78665799]
[-1.23151862],[4.78718134]
[-1.23068196],[4.78770484]
[-1.22984544],[4.78822849]
[-1.22900906],[4.78875229]
[-1.22817282],[4.78927625]
[-1.22733672],[4.78980036]
[-1.22650076],[4.79032462]
[-1.22566495],[4.79084903]
[-1.22482927],[4.7913736]
[-1.22399373],[4.79189831]
[-1.22315834],[4.79242318]
[-1.22232308],[4.7929482]
[-1.22148797],[4.79347337]
[-1.22065299],[4.79399869]
[-1.21981816],[4.79452417]
[-1.21898347],[4.7950498]
[-1.21814893],[4.79557558]
[-1.21731452],[4.79610151]
[-1.21648025],[4.79662759]
[-1.21564613],[4.79715382]
[-1.21481215],[4.7976802]
[-1.21397831],[4.79820674]
[-1.21314461],[4.79873343]
[-1.21231106],[4.79926027]
[-1.21147764],[4.79978726]
[-1.21064437],[4.8003144]
[-1.20981125],[4.80084169]
[-1.20897826],[4.80136914]
[-1.20814542],[4.80189673]
[-1.20731272],[4.80242448]
[-1.20648017],[4.80295237]
[-1.20564775],[4.80348042]
[-1.20481548],[4.80400862]
[-1.20398336],[4.80453697]
[-1.20315137],[4.80506548]
[-1.20231953],[4.80559413]
[-1.20148784],[4.80612293]
[-1.20065629],[4.80665189]
[-1.19982488],[4.80718099]
[-1.19899361],[4.80771025]
[-1.19816249],[4.80823965]
[-1.19733152],[4.80876921]
[-1.19650069],[4.80929892]
[-1.19567],[4.80982878]
[-1.19483946],[4.81035879]
[-1.19400906],[4.81088895]
[-1.1931788],[4.81141926]
[-1.1923487],[4.81194972]
[-1.19151873],[4.81248033]
[-1.19068891],[4.8130111]
[-1.18985924],[4.81354201]
[-1.18902971],[4.81407307]
[-1.18820033],[4.81460428]
[-1.18737109],[4.81513565]
[-1.186542],[4.81566716]
[-1.18571306],[4.81619883]
[-1.18488426],[4.81673064]
[-1.1840556],[4.81726261]
[-1.18322709],[4.81779472]
[-1.18239873],[4.81832699]
[-1.18157051],[4.8188594]
[-1.18074245],[4.81939197]
